full_text,kelas
ya elah mbak islam emang bukan agama feminis. islam punya pedoman sendiri buat ngatur kedudukan juga hak-kewajiban laki2 dan perempuan. masalahnya Anda ini ngaku feminis tapi masih milih2 buat membela perempuan berarti Anda bukan feminis tapi RASIS dan ISLAMPHOBIC,Negatif
ga heran emg di fb. banyak orang rasis islamphobic (padahal islam jg) tone deaf semua.,Negatif
jir jadi inget waktu SMP.. kocak dah. itu cimed bercircle sendiri barengnya sama rohkris aja diajak bareng gak mau pas ada masalah bilangnya orang islam yang rasis gak mau ngajak main. fakmennnnnn fakkkkkk,Negatif
@idextratime Kao gw dukung Perancis terlalu munafik ga sada klo dia juga Rasis terutama pada Islam sampe larangan atlet pake hijab di Olimpiade,Negatif
@nyajoon12 @RJLetsGo Setujuu pdhal di palestina ngga cuma islam doang kristen katolik jg ada disana uda bukan agama lg ranahnya tp kemanusiaan genocide. Pdhal org israel mah rasis bgt apapun agamamu kalo bukan keturunan israel ya bakalan dibabat/disepelein sama mereka,Negatif
@idextratime Padahal Prancis salah satu negara rasis sama islam,Negatif
@tenhag_out @idextratime Prancis negara rasis juga anjg anti Islam. Islamophobia banget. Olimpiade aja atlet cewe yang pake hijab dilarang. Analogi goblog,Negatif
@idextratime Mau marah tapi prancis juga rasis sama umat islam .,Negatif
@h0lycrappp @fkhriirwn @Ab_8896 @idextratime dari leluhur bukan berarti udh rasis tp mereka emg negara sekuler yg ga ngijinin atribut keagamaan buat ditampilin di muka umum ga cuma islam kok tp semua agama juga gt,Negatif
@idextratime Bukan mendukung tindakan Enzo tapi prancis bukan nya rasis terhadap islam? Terakhir saya lihat berita prancis melarang atlet paralimpic muslim memakai jilbab. Aneh sih kalo prancis se marah itu sama Enzo,Negatif
@idextratime Itu Perancis rasis ke Islam ga di omongin,Negatif
Setuju sih Prancis negara paling rasis kepada Agama Islam,Negatif
Nanti aku kritik satu2 dan dedahkan rasis dan islamofob sesetengah sarawakian ni. Aku tak tahu la siapa yang menghasut diorang ni benci Islam dan Melayu sedangkan Melayu-Dayak Kalimantan secara dasarnya elok je.,Negatif
@idextratime Itu prancis sendirinya rasis ke penduduknya sendiri beragama islam. Atlet perempuan yg ikut olimpiade dilarang pake hijab. Stress banget ini negara,Negatif
Tadi gw cerita di postingan gw. Pas sekolah di negeri 3 tahun gw dirasisin dilarang buat persekutuan doa padahal acara nonis resmi sekolah. Di lingkungan rumah gw juga ada modelan rasis. Dendam? oiya 3 tahun tuh gw dendam selama sklh. Tp skrg udh engga karena sahabat gw islam.,Negatif
Dua kali lima...Dok tuduh geng player Argentina rasis tapi depa Perancis hak org agama Islam diabaikan and terus banned kalau x ikut...,Negatif
Sekolah di SMP islam Yg guru nya Rasis parah Bahkan ada murid nya yg biadab gr2 ortu nya divorce,Negatif
@SammiSoh Kayak gini masih ada statmen anti agama dn ulama sama sj spt era 60 an spt cara2 PKI klo skrg neo komunis atheis brlagak Pncasila tp ini bkn org Pncasila penggali Pancasila dlm sidang BPUKI adlah tokoh2 islam Pancasila tegak jika ga ada manusia antek2 rasis spt ini ngr aman2 saja,Negatif
Peribahasa Air beriak tanda tak dalam jelas menggambarkan sikap @DBPMalaysia (DBP). Pada 2021 badan rasis dan fasis itu menafikan hak umat Bukan Islam menggunakan Tuhan . Apabila diajak berhujah lari bercawatkan ekor. Rujuk https://t.co/aICAawUDV7 #SiapaPunyaTuhan https://t.co/QpmnI9ichj,Negatif
tp ya kadang org islam aja salah jg sering sesama muslim lain sebagai judge islam rasis dll. intinya jgn jadiin postingan nya maxwell seolah2 dia islamophobic tp liat caption kekesalan dia ke si cewe yg mana dia tau islam itu baik kok malah gini,Negatif
gue ga dukung maxwell tapi menurut gue : 1. maxwell salah tp yauda ingetin aja. lagian org indo cuman liat kesalahan org yg dah terkenal doang. kalo gak terkenal kesalahan rasis gitu mana diliat. apalagi org islam jg banyak yg jelekin cindo ama kristen. bukan gue normalize ya,Negatif
@idextratime Kemarin perancis soal enzo gercrep banget tentang rasis skarang tentang islam meleyot. Perancis problematik!,Negatif
@Aiszzh Case nya bukan itu dia ketauan anti islam krn sering upload ttg pasletn dgn vibe mengolok2 bahkan postingan nya ngehate islam basic nya idola lo itu rasis sm islam,Negatif
Maksudnya sih Israel. Tapi namanya anti Islam jadilah disengajain Yahudi. Psikologinya adalah supaya muslim malu merasa dirinya rasis lalu ujung2nya mempersilahkan Israel masuk. Sama lah dulu kalo bilang Anti Cina berarti anti Tionghoa Indonesia. Makanya saya selalu sebut :,Negatif
@bacottetangga__ Jelas ya... semangat kreatifitas mereka mental mereka &amp; kinerja mereka ada diatas. Tp manusia arogan &amp; kosong masih suka teriak rasis atau menghina negara mereka. Pdhl mrk bermoral berkualitas. Agama islam pun duluan ada disana. Laksamana Cheng Ho yg membawa islam ke Jawa DLL,Negatif
 Besar kepala besar cakapnya Besar pula malu yang dapat. Demikianlah @DBPMalaysia (DBP) yang besar kepala menafikan hak umat Bukan Islam menggunakan Tuhan . Maka badan #rasis #fasis #subversif itu malu besar diludahi manusia bermaruah. Rujuk https://t.co/aICAawUDV7 https://t.co/uyc5SHSChM,Negatif
@immakhab @ilhampurnama887 Emang kenapa klo orang Islam pake bahasa Arab? Nggak berbahaya kok buat kamu. Kecuali klo kamu punya sentimen rasis sama orang2 Arab,Positif
@DavenDyer1 @AulFidz @Future_364 @erlanishere Lhah.... Bukan islam kok sok tau sama islam... Lagian siapa yg jalanin kok situ yg maksa2.... Perkara bayi urusan sama yaman ya biar yaman berurusan sama tuhan ny... Rasis sama yahudi?? Israel keles.... Noh org yahudi juga pd protes ttg genosida ini...,Negatif
@_CharmingLiLy05 Berlaku buat loe dan kawan kawan terpaling islam loe yang rasis nya gak ketulungan ,Negatif
@IKaizerz34675 @bakoelrotimanis @BosPurwa dia anti islam dan cukup dikagumi di sirkel rasis (kkk) btw,Negatif
@ntijamet @fitrianiko9514 @PecintaSayurKol @mesheviksus2 MCA tolol ya seperti ini soksokan membela islam gelagat rasis keparat kayak gini ,Negatif
@Anggi_sapiens @ProfOnline_id Hidup kau habiskan untuk jadi pendongeng yah kau kira yg koment ini anak kecil. Bisa kau ajak ngomong macam itu ingat yah.agama kau datang ke sini itu di bawah oleh penjajah klo Islam ajaran rasis. Kau dan nenek moyang kau itu sudah tdk tinggal di Indonesia.,Negatif
@Akun_Kesebelas @jinyoungihyung @nurdiyansah islam nyuruh buat rasis ? Waow pantas wkwk,Negatif
@SugiminNew @fotodakwah Nyambung sm muhammad bin abdul wahab Yahudi Najd yg memeluk islam pendiri wahabi antek Zionis. Ilmunya cetek dan Rasis seolah-olah setara imam Syafi'i.,Negatif
@Boediantar4 PERHATIKAN..! MULUT-MULUT PKI.!... Waspada Umat Islam Rapatkan Barisan Orang Mu'min saling membantu... BUKAN memecah belah Agama Suku dn Ras MULUT PKI sangat RASIS... !,Negatif
@AdameMedia Islam religion rasis,Negatif
@Tita83079013 apalagi : di+ pake agm islam + keringat SAW + ngangkat derajat mmg sprt kata ORRIENTALIS BLANDA SNOUCK HERGRONJE : TIDAK ADA BAGIAN PEREMPUAN DALAM ISLAM... duuh AGM RASIS DISJKRIMINATIF GENDER sd ABAD 21 ini BETOOLL sex apa kata - si IZANSIMN,Negatif
@VioleGraceJyu @b_3h_ @RilMeniir bener banget dah orangÂ² bilang islam banyak yg rasis tapi kalo orangÂ² itu main ke lingkungan banyak nonis yg rasis juga bakal sadar kalo yg nonis juga sama aja ada yang begitu,Negatif
4 Fakta Ryan Garcia Petinju yang Dipecat WBC Usai Rasis dan Menghina Islam https://t.co/vggX0Fn0DB #TempoSport,Negatif
Tau dari mana? Nabi Muhammad aja orangnya mengasihi tanpa pandang islam apa bukan bahkan beliau pernah mengasi makan pengemis yahudi lawak kuntul Pindah negara aja bang daripada sini banyak pemeluk islam ye kan semuanya teroris trus rasis ntar keluarga lu jg dibun,Positif
Seoang Rasis Turki bersenjatakan pisau mengancam untuk membunuh orang Arab yang duduk di kafe di Maslak Turki. Sangat beza jika orang yang berpegang dengan ajaran Islam sebenar berkenaan bangsa dan warna kulit. BANYAK LAGI INFO DI : https://t.co/PkAM9SnPLR https://t.co/U4zF3TfWMU,Negatif
Exactly. Bukan ke agamanya tp ke penganutnya Bbrp penganut itu rasis fanatik. Itu smua ada di smua agama bahkan sekte Mau dia hindu kek islam kek kristen katolik budha konghucu... ada aja pasti. Tergantung aja skrng siapa yg agamanya mayoritas dan minoritas di suatu negara,Positif
@DanielPither @indo_mie13 @bnsphrxyzzz @abangkucyber9 ga ush ngeles nyet..gerombolan oten maho kyk loe ama @bnsphrxyzzz emang benci agama islam sekaligus rasis pas bgt gw maki2 kalo lg gabut https://t.co/ExrzlWx0Xu,Negatif
@DanielPither @indo_mie13 @bnsphrxyzzz @abangkucyber9 hellow loe harus jujur nyet..kelompok oten maho kyk kalian bukan hanya nyerang islam tp juga nyerang muslim arab yaman palestine dan juga pengungsi2 muslim..loe2 pada nyerang agama sekaligus rasis..gw ga tau karena kebodohan kalian kalian ga mikir itu rasis..,Negatif
@xwitter_com @indo_mie13 @bnsphrxyzzz @abangkucyber9 Membenci Agam itu rasis? Sekali lagi gue kasitau rasis itu spesifik genetik.. gak ada orang yg ras Islam kristen dll.,Negatif
@DanielPither @indo_mie13 @bnsphrxyzzz @abangkucyber9 Arti rasis adlh suatuÂ sikap permusuhan atau penghinaan secara sistematis terhadap individu atau kelompok individu tertentu berdasarkan kebangsaan warna kulit asal usul asal kebangsaan atau etnis tertentu muslim agama atau kelompok? Kalo islam itu agama..sesimple itu ga paham,Negatif
@andifikri2023 @piyopikavet Lu makan ayam jadi tukang kawin gak? Doyan ganti2 betina? Udah rasis jgn bego harus sadar kita itu duta sesuatu yg kita percaya orang di luar Islam liat kelakuan pemeluk nya bukan apa yg diajarkan disana mending diem kalau gak bisa ngomong baik kecuali lu atheis,Negatif
@sankitsch tetep salah si even yang dia maksud bukan islam tapi dia tetep rasis sama agama itu BODO AMAT DIA TETAP SEPERTI EEK,Negatif
@AnakLolina2 Miris bangat ya di sana di tempat gak kayak gitu rasis bangat anjing.. di tempat saya jam 3/4 pagi udah bunyi tu masjit pake toa lagi b aja mereka solata di rumah kami b aja.. di agama islam ada kah ajaran nya gitu aneh..,Negatif
Tuhan gue lu hina akan gue kejar terus dasar gay laknatullah kaum luth yang menjijikan! Islam Radikal kek lu harus di musnahlan rasis kristen phobia gay laknatullah bajingan! https://t.co/zDgaT9moTZ,Negatif
Warga korea Selatan kebanyakan rasis ke agama Islam dan orang orang-orang Arab. Eh grup kualifikasi piala Dunia nya (sepakbola) se-grup sama dari negara Arab semua ,Negatif
Ketika allah menunjukkan langsung azab kecil salah satu negara yang suka rasis sama agama islam ,Negatif
@mollibanriize Islam tp rasis,Negatif
Korea kalah ama negara islam ngatai2in teroris. Emang korea ni negara rasis dan banyak orgill :),Negatif
@idextratime negara rasis dikepung negara islam.,Negatif
@azlia00 @integreet https://t.co/2K067R7BCk Coba kak @azlia00 liat akun2 kayak @EuropeInvasionn @TRobinsonNewEra @GoldingBF. Disana banyak kemarahan bernada kasar Dan rasis terhadap islam Bukan karna islamophobia. melainkan karena kelakukan menjijikan Muslim.,Negatif
@menghanyurkan kak waktu anies jadi gubernus jakarta ada kah anies rasis sama agama yg bukan islam? pernah kah kak? jgn jadiin ketidaksukaanmu terhadap seseorang itu jd fitnah kak.,Negatif
@Milanisti_7 @orewaimomushi @Outstandjing Waduh banyak tod ngentod kaum lo nyenggol nyenggol islam...buta lu tod? Sama sama rasis ae bacod agama sitok iki,Negatif
fasis rasis intoleran.... segitu bencinya sama Islam. Kalau mau tembak PKS tembak ideologi politiknya jangan agamanya... Silaing benci Anies hantam kebijakannya. Jangan agamanya. udah beda urusan itu.,Negatif
Nuduh yang ngewry ngewry begini cuma karena samaÂ² lembaga islam ya islamophobic. Perumpamaannya kzl ma yahudi karena banyak yang zionis ya tetep ae rasis&amp;antisemit. Islamophobia itu kan emang soal prejudice dan stereotype juga muslim lain ada yang gitu ih kamu gitu juga yaa.,Negatif
@infinix302023 @Salwan_Momika1 Jelas jelas komentarmu Rasis tolol: Islam will never ever coexist with those who are not Islam...this is simply a fact . Dah rasis kgk sadar lagi. Dahlah. Bocil emg,Negatif
True biasanya di yt banyak nih akun geopol western sok iya yg kadang kontennya suka nyudutin islam atau arab tipikal centrist right emg sih mereka yg mlh mancing byk akun troll far right/rasis ngebacot,Negatif
@NainggolanGrup7 @THEGAMEA0806 @heymusafir @CNNIndonesia Baca tanpa paham dan tidak ada bimbingan ulama dan yg baca juga rasis ya jdi bego. Kalau islam itu teroris. Lu udah mati mungkin skrng. Dan indonesia bahkan dunia yg minoritas dinegara muslim pasti gak aman! Lu bocah mending jgn main hp. Nanti dimarahin mama ,Negatif
Klau d luar negeri gw bingung jg knp org2 rasis sm wanita berhijab pdhl sama aj biarawati jg pakaiannya gk beda sm wanita muslim Lagian Agama gw jg agama turunan dr Agama yg kitabnya Zabur taurat Injil. klau ad Islam yg jelek2in agama lainnya artinya belum pernah baca Alquran,Negatif
@bismilla_juara @sebutir_baja @Heraloebss Btw gw islam (adalah kata kata pelindung agar tidak disangka rasis atau setidaknya dia berpikir kalo org mengira dia islam jadi boleh menjelekkan islam),Negatif
@WidasSatyo Mental gerombolan monyet emg tukang asbun dan rasis ya pake segala playing victim lagi. HAHAHAHA udh gembok akunnya saking takutnya,Negatif
@_e_g_a_n_ @reduksigleying @menghanyurkan Langsung digembok ternyata Mental gerombolan monyet emg tukang asbun dan rasis semua dah ,Negatif
gua benci bgt sama konten yang direpost l**i ttg umat islam dan umat kristen yg berantem tapi bersatu lawan lgbt... i mean ga usah bawa umat katolik dungu. katolik tidak mengajarkan membenci pada pendosa bahkan kalau ditampar pipi kiri beri pipi kanan. rasis mah sendiri aja,Negatif
@Thunderbendy Semuanya juga buruk Qatar mendukung Taliban Malaysia rasis ke non Melayu &amp; Islam Oman yg dukung Isreal dan Maladewa yg gk bener2 menghapuskan perbudakan?,Negatif
@WidasSatyo Who the fuck blg LBH BAIK? Parpol Islam sama buruknya dgn parpol kanan nasionalis seolah-olah parpol kalian gak bebas dari korupsi aja kader mana sih yg ketauan di Aceh kemarin? Atau yg korupsi sapi? Atau yg nyaranin poligami buat anak2 muda? Mana rasis ke mino.,Negatif
Diman dan Hatersnya. 1. Udah berkurang sekarang sebutan aura maghrib atau indikasi rasis lainnya. Paling langsung bilang jelek. Ya itu preferensi masing2 walau kadang gw gereget kek secantik/seganteng apa sih yang ngatain fisik orang? 2. Islam kok antingan? Ya kenaaapaa?,Negatif
@eduardomenoni Aku tidak mengerti kenapa cara berpikir non muslim seperti kalian terlalu rasis. Padahal di negara saya tidak pernah memperlakukan agama selain Islam seperti itu. Berbeda agama boleh tapi jangan menjelekan Islam. Pada akhirnya kalian semu masuk neraka. Sungguh kesian ,Negatif
Dalam pada bercakap tentang boikot yang menzalimi usah kita lupa: @DBPMalaysia (DBP) bersikap #rasis #fasis #ekstremis dan menzalimi umat Bukan Islam dengan menafikan hak menggunakan Tuhan . Bukti https://t.co/aICAawUDV7 #SiapaPunyaTuhan https://t.co/yOyYVSPEIs,Negatif
@RoninMalaya @CikguJoo Bismillah.insha'Allah Allah bersama Cikgu Joo. Berlaku adil lah tuan. Islam bukan hanya untuk sesuatu kaum atau parti politik. Islam mengajar kita tidak perlu rasis. Bersatu padu dalam membangun negara. InshaAllah kita tuliskan komentar dengan basmallah. Jauhkan sifat dengki.,Positif
@Salwan_Momika1 Anda Tidak Rasis. Ujungnya Anda Bakal Di Sebut Pahlawan Pembela Kebenaran-NYA. Makan Waktu Lama Sebab Pada Belum Sadar Diri. Jika Muslim Islam Sudah Pada Sadar Diri Selama Ini Di Bodohi Oleh Nabi Palsu Muhammad Mereka Semuanya Pasti Berterima Kasih Kepada Kita. @IDF ,Negatif
@KowuLaode341884 @ProfOnline_id Itu cara pandang Islam yg melihat Tuhan pny sifat kebencian tipudaya dan rasis,Negatif
@ValenteHardy @aesculapiusw @neohistoria_id Kristofobik apa njing...umat lu noh rasis rasis gk suka ama Islam...banyak akun rasis anon dari umat lu yg suka olok olok agama lain..cermin dulu sblm bacod,Negatif
lagian yg ngasih julukan gus juga golongan kalian jd g usah pd ribut coba ga tau lg kategori gus itu gimana klasifikasinya nonis ampe d kasih julukan (maaf bukan rasis krn gus julukan buat orang muslim) contok aku yg islam dikasih julukan biksu atau romo ya ga relate,Negatif
@DoankWarto klo siyap..ngga usah pake syarat macem2 chong....eluuuh yg salah pake syarat macem2...biasa aj chong....ajaran islam ngga ad yg rasis....,Negatif
@nnauraayu mirisnya kak yg ngatain juga islam.. like ngapain sih kamu ngatain org lain begitu rasis bgt merasa diri lebih baik dr pada yg kamu katain kah,Negatif
yg ngatain org islam sendiri pula tpi pas diingetin dibilang cuman jokes serius amat LIKE???? HEY GAK SEMUANYA DIJADIIIN JOKESSSSSS percuma lu pada marah marah sm org luar yg rasis sm indo tpi lu sendiri rasis ke sesama indonesia,Negatif
@LeeAn21_ @bibforsure @tanyarlfes 1. Mereka rasis ke China (anggapannya komunis miskin biadab) dan Jepang (penjajah jahat biadab) atau Taiwan (ga komunis sih tpi kan dinastinya dlu dri China) 2. Asean : negara dunia 3 diktator ga jelas. Malaysia brunei indonesia : islam lagi Plingan gtu,Negatif
@dhharu8610 @sintapenanda @ababe @convomf Kan kan mangkanya dari awal aku mikir org indo aja rasis parah sama India nyebut vrindavan sbg konotasi negatif padahal vrindavan itu kota suci. Ibarat islam kayak Mekah.,Negatif
@DanYamYam @BuddhisGL @GlHindu @violettapadma_a @ProtestanGL @KatolikG @KonghucuGL @a_gnostik @AteisGarisLucu Aaaa pura-pura kulit bia. Islam stereotip di komunitas tertentu agama orang miskin. Rasis banget. Kalo mau pindah agama apapun silahkan kecuali islam. Makanya sedikit dari komunitas mereka yg muslim.,Negatif
@gnieev @erlanishere org kayak gt pasti gabisa diajak diskusi kepanasan kalo ada org islamophobia tapi sendirinya rasis ke org non Islam. aneh org kek gt,Negatif
@4waltz Intinya dia ngefaker orang bule padahal asli jawa punya nama baptis padahal islam sama rasis gitu,Negatif
@PolJokesID Ini mah berhubungan islam mayoritas di Nusantara sebenarnya homo sapiens di berbagai belahan bumi juga rasis gw aja yang mayoritas di Indonesia pernah di bilang kalo kencing cebok tapi ngga cuci tangan; fyi lau kencing kecium baunya aja bisa bikin dosa dan hisabnya berat ...,Negatif
Kalau tak terlarang dengan mulut Terpaksa dilarang dengan tangan. Demikianlah apabila @DBPMalaysia yang rasis fasis subversif terus menafikan hak umat Bukan Islam saya memutuskan untuk memboikotnya. Rujuk https://t.co/kJPJwPVlOG #SiapaPunyaTuhan https://t.co/67ui3g5YWX,Negatif
@AmirShadan2 @wawanalwan27 @JAZZ___says @erlanishere Lah rasis apaan tolol lu pikir warga palestina yg di genosida muslim semua? Kagak tolol banyak nonmuslim jg jadi korban gereja aja dibom pas perayaan natal 2023 kemarin. Aneh luuu di israel gereja aja diludahin sama zionis kok elu malah bilang islam rasis darimana tolo ,Negatif
@Rasheed_pqr @wawanalwan27 @JAZZ___says @erlanishere Seribu faktapun kau akn tetap ngeles bgitu llh klian muslim yg kejam klian yg rasis klian yg persekusi non muslim klian tp sllu triakÂ² org bnci islam https://t.co/QkoBPeD5Nu,Negatif
Nah kan daripada sibuk ngebully anak SMP mending ajak para pendeta gereja Evangelis dan beberapa gereja kesukuan debat terbuka. Coba korek mereka bela Israel karena benci Islam (asosiasi) atau memang Tuhan mereka rasis (dogma)? Etapi emang si Hanaya kontol ini blunder lagi wkwk,Negatif
Oh orang rasis anti islam ini memang sudah bermasalah sejak dahulu https://t.co/BglntAcsY5,Negatif
@daniairwansyah @sorr_yy @tidakmudahpanik @siripmihmid @txtdrimedia Kalau mau adu data. Kasus-kasus di Agama Islam lebih banyak bro maaf ya. Pelecehan seksual korupsi dan suap-menyuap LGBT marak (bahkan di pesantren) bullying rasis politik apalagi. Duhhh.... Sedih banget. Semoga bisa berbenah ya. Love. ï¸,Negatif
@GenZCoy @ngurahsaka Iya bang oknum orang bali rata rata rasis ke islam,Negatif
@deguzel2 @narendramodi BETUL SEKALI ITU INDIA....YG RASIS...BENCI TERHADAP ISLAM... KITA TUNGGU SAJA MALHMAH KUBRO...JELAS PAKISTAN AKAN URUS ITU...,Negatif
@FaizalPKaliman @ngurahsaka Dia itu rasis ke islam sama orang diluar pulau Bali nyatanya Bali gak kaya dulu kok beda banget,Negatif
GA SUKA BANGET MAK KU RASIS NJIR mak ku kalo liat temenku putih dikit Dia Islam apa Cina? MAK ISLAM BUKAN RAS CINA JUGA BUKAN AGAMA,Negatif
Viral! Orang Korea Selatan Rasis ke Indonesia dan Hina Islam di Platform Indosarang https://t.co/a1Y2qZfoZB,Negatif
@awank2017 Coba cek di zaman tsb di eropa gimana budayanya. Berak sembarangan gak gosok gigi perbudakan dimana mana rasis ke bangsa Afrika. Penjajahan berkedok agama. Islam disebar dengan dakwah dan diplomasi agama lain disebar dari penjajahan dan pencaplokan wilayah.,Negatif
@Tita83079013 @Menlu_RI @jokowi Mereka pikir semua rakyatnya islam #mentri_rasis,Negatif
Sejak diminta buat kenyataan rasmi berhubung tindakan #fasis #rasis #subversif #ekstremis @DBPMalaysia menafikan hak umat Bukan Islam menggunakan Tuhan ketua pengarah DBP hilang tak berbekas. Hilang tak tentu rimbanya Bukti https://t.co/x4Abui71fz https://t.co/6VME42GK4o,Negatif
Video bodoh kreasi anak2 gen tiktok Indonesia. Video yg pastinya melukai hati umat Islam Indonesia bahkan dunia!! Bisa mengundang rasis ini. Sebelum tambah jadi bola salju segera minta maaf dan klarifikasi orangtua2 mereka. !! VIRAL KAN.,Negatif
@bitiesfess Manusia problematik itu riwayat nya aja - Buzzer 02 - Terbukti beberapa kali bikin konten fitnah dan Hoax - Biang keladi Rasis Rohingya - Pro Isriwil Kalau dia ngaku pendakwah sebenernya dia lagi pengen ngerusak ISLAM aja,Negatif
Dalam islam itu haram bersikap fasis dan rasis lalu fanatik ras dan nasab atau silsilah karena semua manusia itu sama dimata Allah dan yang bedakan itu ketakwaannya https://t.co/mZmWAYdSgS,Negatif
Terbongkar Fakta Admin Indosarang Pekerja Korea Sayangkan Aksi Rasis Hingga Lecehkan Agama Islam Kini Terancam Ditutup? https://t.co/zH54jZkPYb,Negatif
Memang di luar sana banyak org kr yg rasis yg menjelekkan dan memandang rendah org indonesia terutama yg beragama islam.. tapi masih ada juga kok yg baik walaupun hanya sedikiiiit.,Negatif
@MamanPiyul @vanc1Bozz mas mata lu sendiri jg sipit mas . uda botak harusnya otak gak kehalang rambut kalo botak stidaknya pinter dikit kalo mikir . tahun segini masih rasis sama yg sipit . yg sipit sudah banyak yg islam jg . sampean braninya di sosmed sendirian di jalan dibegal paling nangis,Negatif
@cingreborn Kalo gw baca2 komenan internet kafir2 diindo kebanyakan emang rasis sama Islam,Negatif
Elon anjingg twit ku dikunci 11 jam gara2 hujat israel. Sementara banyak twit orang israel-zionis rasis ke arab menghina islam dibiarin. Tiap hari. Emang tai anjingg. Semenjak twitter dipegang elon penegakan hukumnya makin gak adil.,Negatif
@abhicarukakrama Tapi ngak mesti hina agama islam juga cuy agama sampai dibawa bwa mereka cari makan di indo kalo ngak suka orng indo ya ngak usah kerja di sini setiap negara emang Rasis tp klu cari makan negara orng kurang kurangi rasisnya dan kalo atheis ngak usah hina agama orang,Negatif
@idextratime Jangan rasis @Ligue1UberEats Sekarang susah dapat hak siar. 1. LGBT 2. Anti Islam 3. Rasis,Negatif
Viral Netizen Korea Selatan Berkomentar Rasis ke Warga Indonesia: Mulai Sebut Monyet Pribumi Hingga Agama Islam https://t.co/fUO24IgzCz,Negatif
Viral Forum WN Korea Hina Orang Indonesia dan Islam #rasis #korea #koreaselatan #indonesia #islam #agama https://t.co/b48CPqcagC,Negatif
Terkuak Fakta Admin Indosarang Pekerja Korea Sayangkan Aksi Rasis Hingga Lecehkan Agama Islam Kini Terancam Ditutup? https://t.co/yKYSZCJlpj,Negatif
Manggil orang India vrindavan itu rasis jua btw karna vrindavan itu kota suci Hindu di India sama kayak Mekkah nya Islam.,Negatif
Sebegitu keselnya gua sama nih kata sampe gua mute. 1. Maghrib itu waktu ibadahnya Umat Islam. 2. Rasis Klo ada mutualan yg ngetik kaya gini sorry to say gua bakalan bub. Maaf karena berperilaku demikian dan Terimakasih untuk yang menghargai keputusanku https://t.co/KMZ5HBwmCS,Negatif
Rasis Banget Forum WN Korea Diduga Hina Orang Indonesia dan Agama Islam https://t.co/LLqaQh0VCs,Negatif
Rasis ke Orang Indonesia dan Hina Islam Forum Online Warga Korea Selatan Indosarang Dihujat Keras! #Rasis #racisme #Racism #Islam #WNI #KoreaSelatan #SouthKorea #Indosarang #forum #Muslim https://t.co/I5w7xZH15A https://t.co/G2evMopNms,Negatif
#Viralvideo Indosarang isinya komunitas @XKorea rasis dan menceritakan keburukan orang Indosia. Bahkan ulasan mereka diluar nurul dan Islam juga mereka hujat. Hei @XKorea you are racisim in Indonesia. Tell them all your stupid and idiot citizens ya. https://t.co/DmUtCkPUbJ,Negatif
@ababe @tanyakanrl Ngejek sih ngejek tapi jgn bawa agama juga dong islam doang yg dibenci ? Kalo rasis bawa agama agak jijik aja ngeliatnya.,Negatif
@korembindonesia Halo apakah anda membiarkan warga anda yang tinggal di indonesia bisa se enaknya rasis dan menghina islam di tempat mereka mencari makan?,Negatif
menghina agama Islam. Dalam tangkapan layar yang viral terlihat bahwa anggota forum tersebut mengeluarkan pernyataan-pernyataan kasar dan rasis. Source ï¸: 5.7fttall https://t.co/1uCuaDSfVK,Negatif
Terkuak Fakta Admin Indosarang Pekerja Korea Sayangkan Aksi Rasis Hingga Lecehkan Agama Islam Kini Terancam Ditutup? https://t.co/WwTMQiDJeC,Negatif
hehe orang SEA yg kata oknum rasis korsel adalah orang goblok mau ngasih saran ke mereka coba googling Yoshinori Ohsumi dan Autophagy. itu dari sudut pandang ilmuwan di era sekarang. meanwhile islam dalam alquran sudah sejak ratusan tahun lalu https://t.co/vIvUrimImi,Negatif
@ZendelvaTR @KlutzyKucing Rasis adalah ideology Zionists dan Mossad. Perangai dan fikiran ko sesama Zionis. Rasis. Agama Islam itu indah. Bukan seperti Zionis.,Negatif
Ini ril banget. Aku pernah kerja di perusahaan korea gitu jadi pejabatÂ² tingginya orang korea kan. Persis bgt. Punya simpenan dimana-mana suka celap celup kasar rasis gak suka sama org islam. Sampe sholat aja tuh diburuÂ² dan disinisin pake kerudung juga ga boleh yg syar'i ,Negatif
Giillaaa Rasis bangettt bahkan sampai ngata ngatain agama Islam enaknya diapain ya . Source: Website Indosarang https://t.co/oniDQrnMfy,Negatif
Viral! Forum Indosarang Milik Pekerja Korea Selatan Rasis Hina Warga Lokal dan Agama Islam Gegerkan Media Sosial #Rasis #Indosarang #NEDCAN https://t.co/G7oetMfKl5,Negatif
Terkuak Fakta Admin Indosarang Pekerja Korea Sayangkan Aksi Rasis Hingga Lecehkan Agama Islam Kini Terancam Ditutup? https://t.co/fU0Q26gcSU,Negatif
@luxentX klau x ambil tindakkan akan dtg org lain pulak yg buat mcm tu.nnti non muslim lg xhormat islam.bila org islam bising kata pulak rasis.,Negatif
Masalahnya cuba kalau orang Islam dan orang Melayu lakukan perkara yang sama? Kau juga akan kata 3R dan rasis. Seorang pelancong dari Maghrib baca Al-Quran di Batu Caves dah kecoh satu Malaysia. Begitu juga kami ada sensitiviti.,Negatif
