full_text,kelas,cleaned_text,lower_text,tokens,no_stopwords,stemmed_tokens,processed_text
@abbasy74522 @Buahterlar42596 Sini aku lagi jual nih wkwk emangnya hanya kaum lo yg boleh melarang pembangunan ibadah minoritas kek kami ? Dasar agama biadab pada dasarnya islam itu sama kek zionis cuman beda merek doang,Negatif,  Sini aku lagi jual nih wkwk emangnya hanya kaum lo yg boleh melarang pembangunan ibadah minoritas kek kami  Dasar agama biadab pada dasarnya islam itu sama kek zionis cuman beda merek doang,  sini aku lagi jual nih wkwk emangnya hanya kaum lo yg boleh melarang pembangunan ibadah minoritas kek kami  dasar agama biadab pada dasarnya islam itu sama kek zionis cuman beda merek doang,"['sini', 'aku', 'lagi', 'jual', 'nih', 'wkwk', 'emangnya', 'hanya', 'kaum', 'lo', 'yg', 'boleh', 'melarang', 'pembangunan', 'ibadah', 'minoritas', 'kek', 'kami', 'dasar', 'agama', 'biadab', 'pada', 'dasarnya', 'islam', 'itu', 'sama', 'kek', 'zionis', 'cuman', 'beda', 'merek', 'doang']","['jual', 'nih', 'wkwk', 'emangnya', 'kaum', 'lo', 'yg', 'melarang', 'pembangunan', 'ibadah', 'minoritas', 'kek', 'dasar', 'agama', 'biadab', 'dasarnya', 'islam', 'kek', 'zionis', 'cuman', 'beda', 'merek', 'doang']","['jual', 'nih', 'wkwk', 'emangnya', 'kaum', 'lo', 'yg', 'melarang', 'pembangunan', 'ibadah', 'minorita', 'kek', 'dasar', 'agama', 'biadab', 'dasarnya', 'islam', 'kek', 'zioni', 'cuman', 'beda', 'merek', 'doang']",jual nih wkwk emangnya kaum lo yg melarang pembangunan ibadah minorita kek dasar agama biadab dasarnya islam kek zioni cuman beda merek doang
@tomatohitam2 @lady_bugg11 Apa la sebenarnya yg @tomatohitam2 ni anti sangat pada Rasulullah SAW sampai dia selamba isyhtihar takpe aku biadab pada Rasulullah SAW pun .. Dah la tak abis merengek jadi macai kepada budak bodoh dapat 12 markah Matematik yg suka hina Islam. Ko mintak syafaat kat Razmin ke? https://t.co/EYbdpQ7Fup,Negatif,  Apa la sebenarnya yg  ni anti sangat pada Rasulullah SAW sampai dia selamba isyhtihar takpe aku biadab pada Rasulullah SAW pun  Dah la tak abis merengek jadi macai kepada budak bodoh dapat  markah Matematik yg suka hina Islam Ko mintak syafaat kat Razmin ke ,  apa la sebenarnya yg  ni anti sangat pada rasulullah saw sampai dia selamba isyhtihar takpe aku biadab pada rasulullah saw pun  dah la tak abis merengek jadi macai kepada budak bodoh dapat  markah matematik yg suka hina islam ko mintak syafaat kat razmin ke ,"['apa', 'la', 'sebenarnya', 'yg', 'ni', 'anti', 'sangat', 'pada', 'rasulullah', 'saw', 'sampai', 'dia', 'selamba', 'isyhtihar', 'takpe', 'aku', 'biadab', 'pada', 'rasulullah', 'saw', 'pun', 'dah', 'la', 'tak', 'abis', 'merengek', 'jadi', 'macai', 'kepada', 'budak', 'bodoh', 'dapat', 'markah', 'matematik', 'yg', 'suka', 'hina', 'islam', 'ko', 'mintak', 'syafaat', 'kat', 'razmin', 'ke']","['la', 'yg', 'ni', 'anti', 'rasulullah', 'saw', 'selamba', 'isyhtihar', 'takpe', 'biadab', 'rasulullah', 'saw', 'dah', 'la', 'abis', 'merengek', 'macai', 'budak', 'bodoh', 'markah', 'matematik', 'yg', 'suka', 'hina', 'islam', 'ko', 'mintak', 'syafaat', 'kat', 'razmin']","['la', 'yg', 'ni', 'anti', 'rasulullah', 'saw', 'selamba', 'isyhtihar', 'takp', 'biadab', 'rasulullah', 'saw', 'dah', 'la', 'abi', 'merengek', 'macai', 'budak', 'bodoh', 'markah', 'matematik', 'yg', 'suka', 'hina', 'islam', 'ko', 'mintak', 'syafaat', 'kat', 'razmin']",la yg ni anti rasulullah saw selamba isyhtihar takp biadab rasulullah saw dah la abi merengek macai budak bodoh markah matematik yg suka hina islam ko mintak syafaat kat razmin
5 Pemuda Nahdlatul Ulama bertemu presiden israel di tengah kondisi umat Islam di seluruh dunia yg tak berdaya atas kekejaman Israel melakukan genosida terhadap rakyat Palestina Kader Nahdlatul Ulama (NU) itu seakan mengejek penderitaan mereka&amp;menyokong perbuatan Israel yg biadab. https://t.co/Um2zvEP1f6,Negatif, Pemuda Nahdlatul Ulama bertemu presiden israel di tengah kondisi umat Islam di seluruh dunia yg tak berdaya atas kekejaman Israel melakukan genosida terhadap rakyat Palestina Kader Nahdlatul Ulama NU itu seakan mengejek penderitaan merekaampmenyokong perbuatan Israel yg biadab , pemuda nahdlatul ulama bertemu presiden israel di tengah kondisi umat islam di seluruh dunia yg tak berdaya atas kekejaman israel melakukan genosida terhadap rakyat palestina kader nahdlatul ulama nu itu seakan mengejek penderitaan merekaampmenyokong perbuatan israel yg biadab ,"['pemuda', 'nahdlatul', 'ulama', 'bertemu', 'presiden', 'israel', 'di', 'tengah', 'kondisi', 'umat', 'islam', 'di', 'seluruh', 'dunia', 'yg', 'tak', 'berdaya', 'atas', 'kekejaman', 'israel', 'melakukan', 'genosida', 'terhadap', 'rakyat', 'palestina', 'kader', 'nahdlatul', 'ulama', 'nu', 'itu', 'seakan', 'mengejek', 'penderitaan', 'merekaampmenyokong', 'perbuatan', 'israel', 'yg', 'biadab']","['pemuda', 'nahdlatul', 'ulama', 'bertemu', 'presiden', 'israel', 'kondisi', 'umat', 'islam', 'dunia', 'yg', 'berdaya', 'kekejaman', 'israel', 'genosida', 'rakyat', 'palestina', 'kader', 'nahdlatul', 'ulama', 'nu', 'seakan', 'mengejek', 'penderitaan', 'merekaampmenyokong', 'perbuatan', 'israel', 'yg', 'biadab']","['pemuda', 'nahdlatul', 'ulama', 'bertemu', 'presiden', 'israel', 'kondisi', 'umat', 'islam', 'dunia', 'yg', 'berdaya', 'kekejaman', 'israel', 'genosida', 'rakyat', 'palestina', 'kader', 'nahdlatul', 'ulama', 'nu', 'seakan', 'mengejek', 'penderitaan', 'merekaampmenyokong', 'perbuatan', 'israel', 'yg', 'biadab']",pemuda nahdlatul ulama bertemu presiden israel kondisi umat islam dunia yg berdaya kekejaman israel genosida rakyat palestina kader nahdlatul ulama nu seakan mengejek penderitaan merekaampmenyokong perbuatan israel yg biadab
@ethadisaputra @msaid_didu Mereka ke sana yakin pake duit pribadi ? Yakin ngk ada uang jalan? Yakin buat kepentingan umat bukan ada agenda terselubung buat menghancurkan islam? Pertanyaan tersebut saya rasa wajar ketika umat lain mengecam perbuatan biadab ini ada orang islam malah terlihat akur??,Negatif,  Mereka ke sana yakin pake duit pribadi  Yakin ngk ada uang jalan Yakin buat kepentingan umat bukan ada agenda terselubung buat menghancurkan islam Pertanyaan tersebut saya rasa wajar ketika umat lain mengecam perbuatan biadab ini ada orang islam malah terlihat akur,  mereka ke sana yakin pake duit pribadi  yakin ngk ada uang jalan yakin buat kepentingan umat bukan ada agenda terselubung buat menghancurkan islam pertanyaan tersebut saya rasa wajar ketika umat lain mengecam perbuatan biadab ini ada orang islam malah terlihat akur,"['mereka', 'ke', 'sana', 'yakin', 'pake', 'duit', 'pribadi', 'yakin', 'ngk', 'ada', 'uang', 'jalan', 'yakin', 'buat', 'kepentingan', 'umat', 'bukan', 'ada', 'agenda', 'terselubung', 'buat', 'menghancurkan', 'islam', 'pertanyaan', 'tersebut', 'saya', 'rasa', 'wajar', 'ketika', 'umat', 'lain', 'mengecam', 'perbuatan', 'biadab', 'ini', 'ada', 'orang', 'islam', 'malah', 'terlihat', 'akur']","['pake', 'duit', 'pribadi', 'ngk', 'uang', 'jalan', 'kepentingan', 'umat', 'agenda', 'terselubung', 'menghancurkan', 'islam', 'wajar', 'umat', 'mengecam', 'perbuatan', 'biadab', 'orang', 'islam', 'akur']","['pake', 'duit', 'pribadi', 'ngk', 'uang', 'jalan', 'kepentingan', 'umat', 'agenda', 'terselubung', 'menghancurkan', 'islam', 'wajar', 'umat', 'mengecam', 'perbuatan', 'biadab', 'orang', 'islam', 'akur']",pake duit pribadi ngk uang jalan kepentingan umat agenda terselubung menghancurkan islam wajar umat mengecam perbuatan biadab orang islam akur
@DokterTifa Ditingkat dunia gw jg bingung negara islam bungkam &amp; not action -talk only pd Isriwil biadab membunuh setiap hari didepan mata mereka,Negatif, Ditingkat dunia gw jg bingung negara islam bungkam amp not action talk only pd Isriwil biadab membunuh setiap hari didepan mata mereka, ditingkat dunia gw jg bingung negara islam bungkam amp not action talk only pd isriwil biadab membunuh setiap hari didepan mata mereka,"['ditingkat', 'dunia', 'gw', 'jg', 'bingung', 'negara', 'islam', 'bungkam', 'amp', 'not', 'action', 'talk', 'only', 'pd', 'isriwil', 'biadab', 'membunuh', 'setiap', 'hari', 'didepan', 'mata', 'mereka']","['ditingkat', 'dunia', 'gw', 'jg', 'bingung', 'negara', 'islam', 'bungkam', 'amp', 'not', 'action', 'talk', 'only', 'pd', 'isriwil', 'biadab', 'membunuh', 'didepan', 'mata']","['ditingkat', 'dunia', 'gw', 'jg', 'bingung', 'negara', 'islam', 'bungkam', 'amp', 'not', 'action', 'talk', 'onli', 'pd', 'isriwil', 'biadab', 'membunuh', 'didepan', 'mata']",ditingkat dunia gw jg bingung negara islam bungkam amp not action talk onli pd isriwil biadab membunuh didepan mata
@tomatohitam2 @hatrednkaos @MohamadYusofBi6 Rasulullah SAW specifically pesan pada umat Islam supaya jangan hina ibubapa orang tapi @tomatohitam2 ni terlalu benci pada ajaran Rasulullah SAW so mmg tak pelik la dia nonstop nak hina mak orang jugak. Siap debit takpe aku nak biadab pada Rasulullah SAW pun https://t.co/jFk7SzmGaY,Negatif,   Rasulullah SAW specifically pesan pada umat Islam supaya jangan hina ibubapa orang tapi  ni terlalu benci pada ajaran Rasulullah SAW so mmg tak pelik la dia nonstop nak hina mak orang jugak Siap debit takpe aku nak biadab pada Rasulullah SAW pun ,   rasulullah saw specifically pesan pada umat islam supaya jangan hina ibubapa orang tapi  ni terlalu benci pada ajaran rasulullah saw so mmg tak pelik la dia nonstop nak hina mak orang jugak siap debit takpe aku nak biadab pada rasulullah saw pun ,"['rasulullah', 'saw', 'specifically', 'pesan', 'pada', 'umat', 'islam', 'supaya', 'jangan', 'hina', 'ibubapa', 'orang', 'tapi', 'ni', 'terlalu', 'benci', 'pada', 'ajaran', 'rasulullah', 'saw', 'so', 'mmg', 'tak', 'pelik', 'la', 'dia', 'nonstop', 'nak', 'hina', 'mak', 'orang', 'jugak', 'siap', 'debit', 'takpe', 'aku', 'nak', 'biadab', 'pada', 'rasulullah', 'saw', 'pun']","['rasulullah', 'saw', 'specifically', 'pesan', 'umat', 'islam', 'hina', 'ibubapa', 'orang', 'ni', 'benci', 'ajaran', 'rasulullah', 'saw', 'so', 'mmg', 'pelik', 'la', 'nonstop', 'nak', 'hina', 'mak', 'orang', 'jugak', 'debit', 'takpe', 'nak', 'biadab', 'rasulullah', 'saw']","['rasulullah', 'saw', 'specif', 'pesan', 'umat', 'islam', 'hina', 'ibubapa', 'orang', 'ni', 'benci', 'ajaran', 'rasulullah', 'saw', 'so', 'mmg', 'pelik', 'la', 'nonstop', 'nak', 'hina', 'mak', 'orang', 'jugak', 'debit', 'takp', 'nak', 'biadab', 'rasulullah', 'saw']",rasulullah saw specif pesan umat islam hina ibubapa orang ni benci ajaran rasulullah saw so mmg pelik la nonstop nak hina mak orang jugak debit takp nak biadab rasulullah saw
@ulil Rasanya ga mgkn kalo atas nama pribadi. Yg masuk akal kalo mengatasnamakan NU krn NU dikenal sbg ormas islam terbesar di indonesia yg selama ini umat muslimnya menentang tindakan biadab israel.,Positif, Rasanya ga mgkn kalo atas nama pribadi Yg masuk akal kalo mengatasnamakan NU krn NU dikenal sbg ormas islam terbesar di indonesia yg selama ini umat muslimnya menentang tindakan biadab israel, rasanya ga mgkn kalo atas nama pribadi yg masuk akal kalo mengatasnamakan nu krn nu dikenal sbg ormas islam terbesar di indonesia yg selama ini umat muslimnya menentang tindakan biadab israel,"['rasanya', 'ga', 'mgkn', 'kalo', 'atas', 'nama', 'pribadi', 'yg', 'masuk', 'akal', 'kalo', 'mengatasnamakan', 'nu', 'krn', 'nu', 'dikenal', 'sbg', 'ormas', 'islam', 'terbesar', 'di', 'indonesia', 'yg', 'selama', 'ini', 'umat', 'muslimnya', 'menentang', 'tindakan', 'biadab', 'israel']","['ga', 'mgkn', 'kalo', 'nama', 'pribadi', 'yg', 'masuk', 'akal', 'kalo', 'mengatasnamakan', 'nu', 'krn', 'nu', 'dikenal', 'sbg', 'ormas', 'islam', 'terbesar', 'indonesia', 'yg', 'umat', 'muslimnya', 'menentang', 'tindakan', 'biadab', 'israel']","['ga', 'mgkn', 'kalo', 'nama', 'pribadi', 'yg', 'masuk', 'akal', 'kalo', 'mengatasnamakan', 'nu', 'krn', 'nu', 'diken', 'sbg', 'orma', 'islam', 'terbesar', 'indonesia', 'yg', 'umat', 'muslimnya', 'menentang', 'tindakan', 'biadab', 'israel']",ga mgkn kalo nama pribadi yg masuk akal kalo mengatasnamakan nu krn nu diken sbg orma islam terbesar indonesia yg umat muslimnya menentang tindakan biadab israel
@tomatohitam2 @hatrednkaos @MohamadYusofBi6 Anjing kurap PN @tomatohitam2 dah kantoi benci pada ajaran Islam &amp; biadab pada Rasulullah SAW.. mula la dia cuba cover kebodohan dgn bebuat tanya soalan. https://t.co/lnLobQveJy,Negatif,   Anjing kurap PN  dah kantoi benci pada ajaran Islam amp biadab pada Rasulullah SAW mula la dia cuba cover kebodohan dgn bebuat tanya soalan ,   anjing kurap pn  dah kantoi benci pada ajaran islam amp biadab pada rasulullah saw mula la dia cuba cover kebodohan dgn bebuat tanya soalan ,"['anjing', 'kurap', 'pn', 'dah', 'kantoi', 'benci', 'pada', 'ajaran', 'islam', 'amp', 'biadab', 'pada', 'rasulullah', 'saw', 'mula', 'la', 'dia', 'cuba', 'cover', 'kebodohan', 'dgn', 'bebuat', 'tanya', 'soalan']","['anjing', 'kurap', 'pn', 'dah', 'kantoi', 'benci', 'ajaran', 'islam', 'amp', 'biadab', 'rasulullah', 'saw', 'la', 'cuba', 'cover', 'kebodohan', 'dgn', 'bebuat', 'soalan']","['anj', 'kurap', 'pn', 'dah', 'kantoi', 'benci', 'ajaran', 'islam', 'amp', 'biadab', 'rasulullah', 'saw', 'la', 'cuba', 'cover', 'kebodohan', 'dgn', 'bebuat', 'soalan']",anj kurap pn dah kantoi benci ajaran islam amp biadab rasulullah saw la cuba cover kebodohan dgn bebuat soalan
@____MAAKIH Marah semacam je @____MAAKIH bila Razmin yg bodoh biadab weirdo tu kantoi suka hina orang Sabah Sarawak. Ko pun sama tolol dapat 12 markah Matematik D bahasa Melayu failed Pendidikan Islam macam @razmin_afifi ke? Bermaruah la skit. Hina gile jadi macai budak lembik ni https://t.co/MvWPC6Eorv,Negatif, Marah semacam je  bila Razmin yg bodoh biadab weirdo tu kantoi suka hina orang Sabah Sarawak Ko pun sama tolol dapat  markah Matematik D bahasa Melayu failed Pendidikan Islam macam  ke Bermaruah la skit Hina gile jadi macai budak lembik ni , marah semacam je  bila razmin yg bodoh biadab weirdo tu kantoi suka hina orang sabah sarawak ko pun sama tolol dapat  markah matematik d bahasa melayu failed pendidikan islam macam  ke bermaruah la skit hina gile jadi macai budak lembik ni ,"['marah', 'semacam', 'je', 'bila', 'razmin', 'yg', 'bodoh', 'biadab', 'weirdo', 'tu', 'kantoi', 'suka', 'hina', 'orang', 'sabah', 'sarawak', 'ko', 'pun', 'sama', 'tolol', 'dapat', 'markah', 'matematik', 'd', 'bahasa', 'melayu', 'failed', 'pendidikan', 'islam', 'macam', 'ke', 'bermaruah', 'la', 'skit', 'hina', 'gile', 'jadi', 'macai', 'budak', 'lembik', 'ni']","['marah', 'je', 'razmin', 'yg', 'bodoh', 'biadab', 'weirdo', 'tu', 'kantoi', 'suka', 'hina', 'orang', 'sabah', 'sarawak', 'ko', 'tolol', 'markah', 'matematik', 'd', 'bahasa', 'melayu', 'failed', 'pendidikan', 'islam', 'bermaruah', 'la', 'skit', 'hina', 'gile', 'macai', 'budak', 'lembik', 'ni']","['marah', 'je', 'razmin', 'yg', 'bodoh', 'biadab', 'weirdo', 'tu', 'kantoi', 'suka', 'hina', 'orang', 'sabah', 'sarawak', 'ko', 'tolol', 'markah', 'matematik', 'd', 'bahasa', 'melayu', 'fail', 'pendidikan', 'islam', 'bermaruah', 'la', 'skit', 'hina', 'gile', 'macai', 'budak', 'lembik', 'ni']",marah je razmin yg bodoh biadab weirdo tu kantoi suka hina orang sabah sarawak ko tolol markah matematik d bahasa melayu fail pendidikan islam bermaruah la skit hina gile macai budak lembik ni
@adamyusuf88 @nurulaminhamid @abdulhadiawang @titm_official Dah la sorang-sorang muka bangga ikut budaya kafir penampilan makin selekeh ikat reben ikut dan. Memang itu tujuan mereka nak bagi gambaran kononnya kerajaan tu teruk. Tapi yg buat teruk tunjuk biadab tu PN! Jangan kata budaya melayu tu hilang Adab seorang Islam pun hancur!,Negatif,    Dah la sorangsorang muka bangga ikut budaya kafir penampilan makin selekeh ikat reben ikut dan Memang itu tujuan mereka nak bagi gambaran kononnya kerajaan tu teruk Tapi yg buat teruk tunjuk biadab tu PN Jangan kata budaya melayu tu hilang Adab seorang Islam pun hancur,    dah la sorangsorang muka bangga ikut budaya kafir penampilan makin selekeh ikat reben ikut dan memang itu tujuan mereka nak bagi gambaran kononnya kerajaan tu teruk tapi yg buat teruk tunjuk biadab tu pn jangan kata budaya melayu tu hilang adab seorang islam pun hancur,"['dah', 'la', 'sorangsorang', 'muka', 'bangga', 'ikut', 'budaya', 'kafir', 'penampilan', 'makin', 'selekeh', 'ikat', 'reben', 'ikut', 'dan', 'memang', 'itu', 'tujuan', 'mereka', 'nak', 'bagi', 'gambaran', 'kononnya', 'kerajaan', 'tu', 'teruk', 'tapi', 'yg', 'buat', 'teruk', 'tunjuk', 'biadab', 'tu', 'pn', 'jangan', 'kata', 'budaya', 'melayu', 'tu', 'hilang', 'adab', 'seorang', 'islam', 'pun', 'hancur']","['dah', 'la', 'sorangsorang', 'muka', 'bangga', 'budaya', 'kafir', 'penampilan', 'selekeh', 'ikat', 'reben', 'tujuan', 'nak', 'gambaran', 'kononnya', 'kerajaan', 'tu', 'teruk', 'yg', 'teruk', 'biadab', 'tu', 'pn', 'budaya', 'melayu', 'tu', 'hilang', 'adab', 'islam', 'hancur']","['dah', 'la', 'sorangsorang', 'muka', 'bangga', 'budaya', 'kafir', 'penampilan', 'selekeh', 'ikat', 'reben', 'tujuan', 'nak', 'gambaran', 'kononnya', 'kerajaan', 'tu', 'teruk', 'yg', 'teruk', 'biadab', 'tu', 'pn', 'budaya', 'melayu', 'tu', 'hilang', 'adab', 'islam', 'hancur']",dah la sorangsorang muka bangga budaya kafir penampilan selekeh ikat reben tujuan nak gambaran kononnya kerajaan tu teruk yg teruk biadab tu pn budaya melayu tu hilang adab islam hancur
@tvOneNews Gerombolan binatang2 ini sedang menggadaikan Umat Islam Indonesia minmal Umat NU ke gerombolan biadab zionis israel ........... Maklum saja sang Ketum sdh kasih contoh cara bermearaan dengan pimpinan zionis biadab israel.......hehehe,Negatif, Gerombolan binatang ini sedang menggadaikan Umat Islam Indonesia minmal Umat NU ke gerombolan biadab zionis israel  Maklum saja sang Ketum sdh kasih contoh cara bermearaan dengan pimpinan zionis biadab israelhehehe, gerombolan binatang ini sedang menggadaikan umat islam indonesia minmal umat nu ke gerombolan biadab zionis israel  maklum saja sang ketum sdh kasih contoh cara bermearaan dengan pimpinan zionis biadab israelhehehe,"['gerombolan', 'binatang', 'ini', 'sedang', 'menggadaikan', 'umat', 'islam', 'indonesia', 'minmal', 'umat', 'nu', 'ke', 'gerombolan', 'biadab', 'zionis', 'israel', 'maklum', 'saja', 'sang', 'ketum', 'sdh', 'kasih', 'contoh', 'cara', 'bermearaan', 'dengan', 'pimpinan', 'zionis', 'biadab', 'israelhehehe']","['gerombolan', 'binatang', 'menggadaikan', 'umat', 'islam', 'indonesia', 'minmal', 'umat', 'nu', 'gerombolan', 'biadab', 'zionis', 'israel', 'maklum', 'sang', 'ketum', 'sdh', 'kasih', 'contoh', 'bermearaan', 'pimpinan', 'zionis', 'biadab', 'israelhehehe']","['gerombolan', 'binatang', 'menggadaikan', 'umat', 'islam', 'indonesia', 'minmal', 'umat', 'nu', 'gerombolan', 'biadab', 'zioni', 'israel', 'maklum', 'sang', 'ketum', 'sdh', 'kasih', 'contoh', 'bermearaan', 'pimpinan', 'zioni', 'biadab', 'israelheheh']",gerombolan binatang menggadaikan umat islam indonesia minmal umat nu gerombolan biadab zioni israel maklum sang ketum sdh kasih contoh bermearaan pimpinan zioni biadab israelheheh
@tomatohitam2 @hatrednkaos @MohamadYusofBi6 Bukan main menggelupur @tomatohitam2 bela budak bodoh 12 markah Matematik yg dah lama suka malukan diri sendiri &amp; mmg tak tau malu tu. Ko sama bodoh macam dia la ni. Sama-sama suka biadab pada Islam tu dah sama dah kalau tengok cara ko perlekeh Sunnah Rasulullah SAW https://t.co/5fkOze2l38,Negatif,   Bukan main menggelupur  bela budak bodoh  markah Matematik yg dah lama suka malukan diri sendiri amp mmg tak tau malu tu Ko sama bodoh macam dia la ni Samasama suka biadab pada Islam tu dah sama dah kalau tengok cara ko perlekeh Sunnah Rasulullah SAW ,   bukan main menggelupur  bela budak bodoh  markah matematik yg dah lama suka malukan diri sendiri amp mmg tak tau malu tu ko sama bodoh macam dia la ni samasama suka biadab pada islam tu dah sama dah kalau tengok cara ko perlekeh sunnah rasulullah saw ,"['bukan', 'main', 'menggelupur', 'bela', 'budak', 'bodoh', 'markah', 'matematik', 'yg', 'dah', 'lama', 'suka', 'malukan', 'diri', 'sendiri', 'amp', 'mmg', 'tak', 'tau', 'malu', 'tu', 'ko', 'sama', 'bodoh', 'macam', 'dia', 'la', 'ni', 'samasama', 'suka', 'biadab', 'pada', 'islam', 'tu', 'dah', 'sama', 'dah', 'kalau', 'tengok', 'cara', 'ko', 'perlekeh', 'sunnah', 'rasulullah', 'saw']","['main', 'menggelupur', 'bela', 'budak', 'bodoh', 'markah', 'matematik', 'yg', 'dah', 'suka', 'malukan', 'amp', 'mmg', 'tau', 'malu', 'tu', 'ko', 'bodoh', 'la', 'ni', 'samasama', 'suka', 'biadab', 'islam', 'tu', 'dah', 'dah', 'tengok', 'ko', 'perlekeh', 'sunnah', 'rasulullah', 'saw']","['main', 'menggelupur', 'bela', 'budak', 'bodoh', 'markah', 'matematik', 'yg', 'dah', 'suka', 'malukan', 'amp', 'mmg', 'tau', 'malu', 'tu', 'ko', 'bodoh', 'la', 'ni', 'samasama', 'suka', 'biadab', 'islam', 'tu', 'dah', 'dah', 'tengok', 'ko', 'perlekeh', 'sunnah', 'rasulullah', 'saw']",main menggelupur bela budak bodoh markah matematik yg dah suka malukan amp mmg tau malu tu ko bodoh la ni samasama suka biadab islam tu dah dah tengok ko perlekeh sunnah rasulullah saw
@tempodotco Biadab memang mereka inilah yg merusak Islam dari dalam bagaikan duri atau sel kanker di tubuh kaum muslimin.,Positif, Biadab memang mereka inilah yg merusak Islam dari dalam bagaikan duri atau sel kanker di tubuh kaum muslimin, biadab memang mereka inilah yg merusak islam dari dalam bagaikan duri atau sel kanker di tubuh kaum muslimin,"['biadab', 'memang', 'mereka', 'inilah', 'yg', 'merusak', 'islam', 'dari', 'dalam', 'bagaikan', 'duri', 'atau', 'sel', 'kanker', 'di', 'tubuh', 'kaum', 'muslimin']","['biadab', 'yg', 'merusak', 'islam', 'duri', 'sel', 'kanker', 'tubuh', 'kaum', 'muslimin']","['biadab', 'yg', 'merusak', 'islam', 'duri', 'sel', 'kanker', 'tubuh', 'kaum', 'muslimin']",biadab yg merusak islam duri sel kanker tubuh kaum muslimin
@msaid_didu Org yg tdk waras itulah NU sdh lari dari konsep ke agamaan katanya ormas terdepan dari agama islam itu dulu skrg ormas biadab tdk tau diri saya sendiri mengecam nya,Positif, Org yg tdk waras itulah NU sdh lari dari konsep ke agamaan katanya ormas terdepan dari agama islam itu dulu skrg ormas biadab tdk tau diri saya sendiri mengecam nya, org yg tdk waras itulah nu sdh lari dari konsep ke agamaan katanya ormas terdepan dari agama islam itu dulu skrg ormas biadab tdk tau diri saya sendiri mengecam nya,"['org', 'yg', 'tdk', 'waras', 'itulah', 'nu', 'sdh', 'lari', 'dari', 'konsep', 'ke', 'agamaan', 'katanya', 'ormas', 'terdepan', 'dari', 'agama', 'islam', 'itu', 'dulu', 'skrg', 'ormas', 'biadab', 'tdk', 'tau', 'diri', 'saya', 'sendiri', 'mengecam', 'nya']","['org', 'yg', 'tdk', 'waras', 'nu', 'sdh', 'lari', 'konsep', 'agamaan', 'ormas', 'terdepan', 'agama', 'islam', 'skrg', 'ormas', 'biadab', 'tdk', 'tau', 'mengecam', 'nya']","['org', 'yg', 'tdk', 'wara', 'nu', 'sdh', 'lari', 'konsep', 'agamaan', 'orma', 'terdepan', 'agama', 'islam', 'skrg', 'orma', 'biadab', 'tdk', 'tau', 'mengecam', 'nya']",org yg tdk wara nu sdh lari konsep agamaan orma terdepan agama islam skrg orma biadab tdk tau mengecam nya
@republikaonline Bangsat Bajingan and biadab utk merka yg menyakiti umat islam,Positif, Bangsat Bajingan and biadab utk merka yg menyakiti umat islam, bangsat bajingan and biadab utk merka yg menyakiti umat islam,"['bangsat', 'bajingan', 'and', 'biadab', 'utk', 'merka', 'yg', 'menyakiti', 'umat', 'islam']","['bangsat', 'bajingan', 'and', 'biadab', 'utk', 'merka', 'yg', 'menyakiti', 'umat', 'islam']","['bangsat', 'bajingan', 'and', 'biadab', 'utk', 'merka', 'yg', 'menyak', 'umat', 'islam']",bangsat bajingan and biadab utk merka yg menyak umat islam
