processed_text,kelas
biadab sgt keji emanguang umat yg berthn mrk kumplkn dr hsil jerh pyahi bkrja tbng dgn tujuan untk menjlnkan rukn islam yg itupn hr tunggu antrian lg yg lma klu smp dugan terbukti uang untk ursn ibdah msh embat d male rezim udh bner rusak akut,Negatif
bercakap boikot menzalimi lupa dbp bersikap rasi fasi ekstremi menzalimi umat islam menafikan hak tuhan bukti siapapunyatuhan,Negatif
islam dibunuh israel biadab org kristen dihinakan diludahi biadab tsb,Positif
pdhl imo tgl ngaku aj ad yg salah tafsir melenceng pemerintah dll gaungkan narasi anti radik dituduh anti islam walo kdg label radik overus ya giliran ad oknum buru cuci tangan bom surabaya inget banget gw pd sibuk cuci tangan serasa jd korban,Negatif
kecolongan aparat sndiri membolehkan islam radik islam moderat ga mengatasi islam radik aparatnya takut ulama,Negatif
setuju cholil nafi sodara non muslim mengerti syariat islam stop komen rasi bikin perpecahan,Negatif
memilih kaesang beliau anak jokowi menyelamatkan fasi islam radik,Negatif
diajak memperbaiki citra israel yg zioni tega kejam umat islam orang kejam umat islam orang kafir orang komuni orang zioni orang munafiq,Negatif
metod propaganda vatikan edom rusia islam radik mendiskreditkan jew orang kristen amrik srikat west yg mala baca kitab suci the bibl antisemitim pro balestina terori hama ye,Negatif
mreka kturunan yahudi pesek bang islam ktp mreka zioni israel biadab msih mreka dukung,Negatif
musuh rakyat indonesia koruptor radik radikul islam gari kera pendukung khilafvck terori kkb opm indonesia,Negatif
orma islam radik moderat nggak melakukannya paradigma supremasi syariah cepat lambat mensyariahkan nkri suka mengklaim nusantara moderat,Negatif
orang yg otaknya rusak tp ngomong dgn dalih agama emang siplak coba kasih tau dalil yg islam radik intoleran memahami ajaran agama dgn yg sesat yaa gitu memusuhi orang alasan yg kadrun pesek tolool,Negatif
media mengangkat islam agama yg radik kim jong un presiden yg kejam pertemuan donald trump putin keknya ni orang fine fine aja,Negatif
iya kalo emang fobia islam dendam rasi dibala rasi masuk akal banget kalo gak milih golput yg milih ya kalo milih beralih yg jualankampany politiknya toleransi sejenisnya,Negatif
ga heran emg fb orang rasi islamphob islam jg tone deaf,Negatif
islam religion rasi,Negatif
klu perbuatan david foster tu biadab baguslah tindakan siti yg sentiasa senyumitulah nilai akhlak islamtpi klu pikir blik bt df mic kat siti time tu tgh pc kotko expect nak sejam,Positif
smkin jga kkn kpk dilemahkan bgu beranta islam radik tpi stop sewenangwenang nya,Negatif
yohan terusmeneru iapun bangkit berdiri barangsiapa berdosa melemparkan batu perempuan didikan islam radik jdnya,Negatif
namanya rasi sara emang manamana jujur ya kebanyakan grup sara fb amp telegram ngincer agama islam masifnya joke jawir internet,Negatif
pikir rakyatnya islam mentrirasi,Negatif
sulit dibawa enjoy debat akun islamophobia debat islam radik menjengkelkan gak diajak pakai logika,Negatif
klo km rasi sm agama lawan ko kak gk sejarahnya kak diluar islam yg menghujat klo byk bgt ukti yg melarang ibadah nyepi umat hindu intoleransi,Negatif
wkwkwk tifa klo masuk islam islam radik pahamnya samp situ doang islam ttg musik ulama yg membolehkan yg mengharamkan jdi ya selo bae contoh keraton jogja kerjaan islam dn nggk mengharamkan musik dn dg akulturasi budaya,Positif
nga boong bang pembahasan pembebasan palestina masi berbalut islam vs yahudi dibawa orma islam radik faktor agama masi kuat,Positif
model kalah bersa dakwah orma islam marah menuduh wahabi radik dsb umat islam skrg sdh cerda orma yg luru,Negatif
gunanya otak pake biar ngerti yg gue bilang loe bawa bawa bahar nuduh radik intoleran kalo umat islam indonesia ngk agn dkk idola ngerti udah dungu tolol,Negatif
ngotot penjelasan ku bilang islam mengharamkan terorism radikalism ngotot islam radik islam yg dipenuhi radik terori,Negatif
islam radik,Negatif
bilangnya buatan israel skarang islam radik jd yg nih yg yg dlm ln narasi zioni aja plin plan gak brdasar dn islamophobia prsoalan palestina bkn tntang agama tp hak hidup dn tanah yg rampa keji penjajah zioni,Negatif
dikasih tau menantu nya tau nii tuh ya diceritain gitu menantunya simpatisan isi dimana klo simpatisan isi nih perkara tauhid emang bagu tp emg rada radik nii udah sesat bilang klo ibadah haji rukun islam,Negatif
goblok biadab anj taik keparat jahanam pemgecut kutu kumpret yahudi pesek penuli gila berusaha memurtadkan sdh th islam terbukti kebenarannya kasihan edan dg cerita karangannya yg tdk kasihan de lu,Negatif
kecoa ibli syaitan dajjal laknatulloh malu urat malunya putu kera kelaparan sungguh perilaku biadab melukai hati nurani rakyat indonesia koum muslimin umat islam dunia rakyat palestina bangsat,Negatif
islam radik ma gak sesuai agama islam langsung basmi,Negatif
gw dkung jokowi krna berhasil beranta org islam radik liat sja yg tangsel rt nya lngsung dipenjara tpi gw tdk dkung tindakan sewenangwenang nya,Negatif
ya salah doa qunut nazilah musuh islam kafir teliti maksudnya gerun bermudah dilafazkan,Positif
dah gw denger tonton videonya gw ga mengkontestasikan interpretasi agama islam akurat ga akurat klaim gw radik orang seriu memahami hakikat realita seriu spirituaita titik mestilah meninggalkan agama,Negatif
emang dasar fals flag disaat putin caper negara islam komunita muslim dunia ditambah doi bilang kalo islamophobia bentuk rasism jd sasaran teror islam radik coba ga head to head aja ama israel serang usa,Negatif
islam radik liber apapun sesuai quran sunnah bilang salah bedanya islam yg dasar keyakinan wkt perbedaan muncul dilema krn landsan yg,Positif
radik islam,Negatif
gak memungkiri kelompokgolongan muslim yg radik amp mengganggu krn ya gak muslim paham amp ngamalin ajaran agama islam person tetangga nonmuslim alhamdulillah hidup berdampingan,Positif
iya islamphobia apapun yg berhubungan islam tindak kekerasan auto dicap radik radikul dakwah nenteng ak,Negatif
yahudi pesek narasi yg menyudutkan islam bgtu bala eh bilang rasi peler dasar pa ul,Negatif
lhaaa kaum lu sibuk bubarin non islam ibadah agama rasi utk kaum bar bar,Negatif
lo manusia setan biadab anj oke nggk baha sejarah gua lo lo lihat anak korban palestina kasian kaga lo iba hah bangsatkalau emg lo kasian lo setan anj biadab jd jd islam jd manusia,Positif
yg biadab pemimpin pemimpin negara islam takut mati takut hidup susah berjuang saudaranya seiman,Negatif
aneh diem hahaha coba bawa bendera tauhid langsung bubarkan radik teroriskalo kayak gini langsung kearifan lokal islam nusantara hahaha,Negatif
kaum kafir memusuhi islam permusuhan kaum kafir islam kaum muslim islam muncul kali dibawa baginda rasulullah saw artikel penuh,Positif
bukubuku sesuai ideolog politik fasi syariah propaganda hoax agama yahudi nonmuslim tujuannya menyebarkan islam radik motif amar makruf nahi mungkar,Negatif
oh yaa hrsnya bikhsu tau islam ajaran agama yg beda agama agama mengajarkan kebaikan kalo khan mengajarkan rasi,Negatif
fasi rasi intoleran segitu bencinya islam tembak pk tembak ideolog politiknya agamanya sila benci ani hantam kebijakannya agamanya udah beda urusan,Negatif
yg menghina nabi agama ngetrol hate speech nimbrung komen x gak papa kristen radik islam radik menjijikan,Negatif
gw ahli islam taatcuma faktanya ua semenjak radikalkl pilih ustadz dianggep perwakilan agama islam cherri pickingsama kek pendeta tokoh agama yg sempurna,Negatif
lo islam mknya g ilmu komentar biadab islam aspek kehidupan perkawinan yg dalamnya sex diatur ilmu ilmu fiqih bacot,Positif
yg salah khalal klean memperbudak ngew tahanan non islamkafir ajaran biadab pantesan buanyak bgt terorisnya,Negatif
masyarakat indonesia mayorita muslim menentang judi pemerintah belajar malaysia yg indonesia mayorita muslim cendrung islam radik beras malaysia,Negatif
imigrasi besaran yg hebat warga negara islam yg melarikan utk brtahan hidup k negara kafir k arab saudi qatar kebodohan yg lengkap dgn kemunafikan teman seagamanya,Negatif
cari keributan umat islam marah bilang radik jaga kelakuan,Negatif
fear monger kntolskrg krn udh meredup aka kegiatannya radik islam krn dibubarin aja fpi hto jd keliatan lbh adem ayem,Negatif
alasan terkadang membenc label pendukung abw terasosiasi kelompok islam konservatif radik benci diagram manusiamanusia,Negatif
lo islam dg yg post paham hukum islam komentar hukum musik islam salah biadab menebar kebencian dg asu ditunggu fitnah,Negatif
ciri kristen radik menyesatkan agama super moral kristen radik yg low literaci emang tragedi ha ha beropini base on data christian pelaku genosida terbesar dunia gimana engga muncul islam,Negatif
islam yg damai islam ideolog fasi radik yg muslim moderat muslim damaibukan islam damai islam damai,Negatif
radik islam,Negatif
tersinggung wahabi radik termotivasi doktrin sesat idelog takfiri suka mengkafirkan amaliyah kelompoknya dikata sungguh nyata wahabi kelompok takfiri islam,Negatif
rasi orang indonesia hina islam forum onlin warga korea selatan indosarang dihujat kera rasi racism racism islam wni koreaselatan southkorea indosarang forum muslim,Negatif
rasi banget forum wn korea diduga hina orang indonesia agama islam,Negatif
islam radik melebihi negara islam mengajarkan radikalism coba lihat nazi jerman lihat pembantaian suku aborigin lihat amerika jatuhin bom atom hiroshima nagasaki,Negatif
nilai matkul agama islam dikasih c aja kadang mikir kafir mend ngulang ya,Negatif
islam mi,Positif
org melayu puluh duduk malaysia pandai bm org islam lahir perut islam berpuluh biadab dgn tuhan menipu makan rasuah mengumpat memfitnah memecah belah dengki khianat menghasut dsbnya,Negatif
ya gua aja islam benci dg islam muslim penganutnya biang kerok kekacauan,Negatif
an ngapain bro hr bertemu presiden israel ber sungguh menyakitkan umat islam indonesia teriak demo genosida thd anak palestina palestina merdeka ketawa ketiwi bertemu presiden israel yg biadab thd kemanusiaan bangsa palestina ancor minah bah,Positif
bnyak org ngaku atei mrka ga ibadah aja spertinya ga bener atei pengalaman tmen yg ngaku atei tp ga jelasin atei bs berdalih tuhan ga mahluk hidup equal berbuat kpd tp rasi thdp hukum islam,Negatif
lu pake aatir ajaran yg biasatolong diperjela ajaran ajara agamabahaya ajaran kristen dianggap diajarkan penjajah belanda utk meninda bangsa dunia trmsk nusantara lho sbnrnya lu benci thdp kelakuan oknum muslim ato benci ajaran islam rasi lu,Negatif
si setan yahya sebentar mati ditangan israel sebenernya kasian warga palestina yg perang tumbal hama mengeruk uang umat islam mencari simpati menjual penderitaan warga palestina hama biadab,Negatif
who the fuck blg lbh parpol islam buruknya dgn parpol kanan nasionali seolaholah parpol gak beba korupsi aja kader sih yg ketauan aceh kemarin yg korupsi sapi yg nyaranin poligami anak muda rasi mino,Negatif
boy hidup hr pake akal nurani agamanya gak salah yg salah oknum radik amp terori boy kau msh hidup enak dinegara bs sekolah makan enakkan kepalamu mudah dicukur dmnpun boy negara yg mayorita islam aman,Positif
gue doktrin pester hasbara templatenya bedanya lu islam radik bedanya lu noni radik belagak intelek,Negatif
rasi islam orang diluar pulau bali bali gak kaya beda banget,Negatif
isu mesianik terkait tokoh yg memberanta islam radik salah andalan rezim sa ga heran salah capaian yg signifikan ga tunta isu yaaa capaian tp dgn risiko yg mitigasinya seadanya,Negatif
istilah terori berlaku utk amerika sekutunyaisrail yg banci biadab bunuh orang tua anak anak yg terori sejatisama hansip hama ngak menang menang senjata perang modern vs iman islam didada terbunuh mati syahid,Positif
udah ditahap capek eneg sih kesel pencalonan pemimpin aja bawa islam kemarin dibilang radik fasi religiu budaya islamnya dude bae budaya islam hhh capek tolong,Negatif
setuju sih pranci negara rasi agama islam,Negatif
pake hukum radik syariat islam kyk komuni rakyat pekok,Negatif
fakta kebanyakan terori salafi wahabi menolak demokrasi syariat islam demokrasi dianggap syirik pakai teror kekerasan utuk mencapai tujuannya warga yg cinta nkri menolak kelompok radik kalangan manapun,Negatif
ayat perang muslim diijinkan berperang berperang melampaui bata perang ngga membunuh orang tua anak anak perempuan hewan merusak tumbuhan ibadah coba bandingkan perang kresten vs islam beda kela ya biadab vs beradab,Positif
umat si nabi cabul ga ngaca lbh biadab kpd kristen org berdoa diserang ditusuk ga ngaca perlakuan kristen hni kristen goblok yg berpihak palestina aplagi dr katolik byk yg islam,Negatif
habibi yg cerda islami nasionali tulen gak disukai mamarika dibenc orang orang kelompok anti islam islamphobia radik militan reformasi yg mendominasi pasca suharto mundurmomentumemashilangbergantihitamkelamkaratreformasihinggakini,Negatif
akun kristen radik anti nkri menyerang islam hati hati,Negatif
warga gaza bersyukur membela hama syiah biadab tunggu kabar kepunahan hama syiah sesat syiah islam pendukung hama sdh buta firman allah qr ar rad,Positif
dikatain islam radik kadrun sm teman krn yg habib rizieq omongkan bener alhamdulillah dah skrg manusia udah sadar ya uda telat,Negatif
kelompak islam syiah dimanamana kelompok jihadist radik dimanamana kelompok lgbtq dimanamana persamaanya ketiganya difatwa menyimpang mui,Negatif
asn kabupaten jambi diduga kuat terafiliasi gerakan islam berbasi radik kelompok negara islam indonesia nii asn jambi diduga kuat mengikuti ajaran kelompok termonitor densu,Negatif
klo muslim ingatkan dlm bentuk himbauan utk tdk makan yg diharamkan dlm islam mnghadiri acara festivalnya sederhana klo himbauan spt dicap intoleran radik brarti salah kaprah memahami toleransi yuk ttp bersatu amp wspada provokasi,Negatif
bunuh orang islam perkosa orang islam pointnya agama emang organisasinya aja biadab,Negatif
organssi human right nyatakan trjdi pelanggaran ham berat olh tentara turki suriah utara aleppo raqqa amp hasakah yg didiami suku kurdi si sialan hama tdk suka kurdi sbb suku kurdi braliran sunni yg anti islam radik pembasmi isi kbencian erdogan pd kurdi,Negatif
aelah manusia bacotttt banyaktuh homo diluar negri islam ayi dihujat homophobia anj kek lu ya emang dasarnya agama lu rasi intoleran hobi mendiskriminasi orang giliran agamanya yg didiskriminasi beuh langsung koarkoar,Negatif
pa stalk akun tuh benci radik islam benci kekerasan benci pemimpin yg mayor islam emang islampobhia sih,Negatif
salafi aja yg kriti samm pemerintah cap radik radikul kalo yg kritik orma islam,Negatif
orang korea kebanyakan gitu rasi orang indonesia menganggap orang indonesia babu islam disana dikatain terori,Negatif
gw sih nga heran knapa kaum kafir koplak dongo pd benci islam krn mnelan lngsung mentah info neg islam wajar sih akibat kedunguan,Positif
pranci salah negara rasi islam,Negatif
ajaran budi ajaran hakikat islam versi hakikat budaya ageman nusantara versi hakikat islam merusak nusantara islam radik ekstrimi terori syariati tekstualita khawarij islam sebata syariat amp anti nusantara,Positif
ya allah emang biadab zioni isriwil heran orang organisasi islam kemaren bangganya foto bareng zioni,Negatif
ngaca elo mantan buzzerp budak dinasti istanaelo penghujat ulama agama islam adu domba umat islam jualan radik radikul slogannya nkri harga mati penjajah rrc male nkri mingkem elo kebahagiaan jatah cuci tangan biar bersih jejak digit kejam,Negatif
islam radik definisi radik mengakar menghujam muslim berislam kafahtidak mengubri cibiran hasutan cercaan musuh islam kalangan kafir wal musrikun berislam kaffah karial kafirun,Negatif
umat islam tdk terima dicap radik tp radikalism tr terjd volum toa dikecilin gak terima biksu dijamu masjid gak terima festiv masakan dage babi gak terima lonceng gereja diprot ibadah rmh dibubarin gimana berharap bs memahami,Negatif
terhubung dng ideolog islam hr dilucuti kewarganegaraannya diusir peranc mengadopsi ideolog musuh hr dihukum masjid radik ditutup ikhwanul muslimin dibubarkan halu pidato nya bukn gtu pembodoh publik,Negatif
emang klo orang islam pake bahasa arab nggak berbahaya kecuali klo sentimen rasi orang arab,Positif
arab saudi pengkhianat perjuangan islam menghancurkan rezim biadab zioni israel freepalestin,Negatif
klo kakak kn cina tp islamophob heheh pantesan menyembah china krn takut islam wkwkwkwk fyi kak org islami radik dukung china loh,Negatif
brita kyk gini plg favorit u genk asu terori zioni komuni isi radik binaan tito penyembah china doll asuhan su jin pink gurun gobi tiongcock garong danahaji alumni palso kyk yg benci islam,Negatif
umat islam biadab basmikan krna manusia tpi binatang,Negatif
rasi islam islam dinilai negatif memahaminya pembenc islam penjahat pengadu domba,Negatif
paham salafiwahabi takfiri mengkafirkan muslim diyakini jaringan islam radik isi,Negatif
gw bgt ga bersalah ngejelek jelekin indonesia islam sm palestina wkwkwk bocah medelan lingkungan gw gw faham kelakuan batu bak biadab,Negatif
tumben penipu ndak bilang pelakunya telori islam radik,Negatif
aja komentar yg bener indonesia cema kristen islam radik meningkat perang israel palestina they get radic onlin akun twitter youtub,Negatif
rasi maaf tp gw say no bgt cowo chines relationship seganteng apapun lu pokok gw gamau kalo lu chines gtw knp tr skrg cowo gw mukanya cina abiez tp islam dikasih chines kristen gk,Negatif
erdogan desak umat islam bersatu melawan israel netanyahu vampir biadab,Positif
wkwkwk ngoja ngaji ngoja ngaji gak sadar orang orang islam pergi haji pake pesawat yg orang kafir gak sadar kah kyai pesantren mobil bikinan orang kafir gak sadar kah santri make hape buatan orang kafir ngaji nya lu bikin,Negatif
ya org adaptif org yg cerdasbagaimana bertahan krn social skill yg mumpuni islam ditampung suka rusuh negara penampung namanya gak tau bangsat biadab,Negatif
duanya bikin sengsara ngambil contoh jalurnya menentang yg korup berkoalisi islam fasi eh dikibuli skrg gk revolusi kali lawan diktatorism nasionali radik amp yg islam radik,Negatif
bani baalawi sesad kek gini emang hukumnya halal dibantai genosida massacr massal bhkan dlm syariah islam anjuran rasul terorislaten bgini hukumnya halal dibunuh sm halnya memerangi kafir nasab nasabbaalawi nasabhabib nasabhabaib mukibin,Negatif
case nya ketauan anti islam krn upload ttg pasletn dgn vibe mengolok postingan nya ngehat islam basic nya idola lo rasi sm islam,Negatif
kali limadok tuduh geng player argentina rasi depa peranc hak org agama islam diabaikan and ban x,Negatif
udah quot tuh orang islam disuruh waspada propaganda wokeism dibilang fasi serampangan bangat label orang even gay sejalan pk diinvalidasi kalo udah gitu kalo radik,Negatif
jalur kebenaran insyaallah orangorang gak suka kampu islam melahirkan pemikir gemilang melab kampu radik tertawa terucap,Negatif
terkuak fakta admin indosarang pekerja korea sayangkan aksi rasi lecehkan agama islam terancam ditutup,Negatif
jd zioni menggelontorkan duit gede utk membangun citra islam radik amp bikin program islam toleran moderat amp liber utk menyelamatkan citra buruk islam yg mrk bikin,Negatif
radik islam,Negatif
disetiap negara orang rasi amerika orang kulit hitam pendatang faktanya aboriginlah penduduk asli benua india muslim dirasisin dibilang orang india islam hindu korea yg tdk cantik cont,Negatif
hey anj biadab elu gak mikir knp byk yg islamophobia byk yg benci islam krn kebiadaban dasar umat biadab goblok,Negatif
nya bersyukur lu umat islam dunia kafir terselamat murka tuhan,Positif
salah kelompok islam radik mencuci otak sesamanya terorrist dgn janjikan dlm kitabnya pesta sex amp minuman alkohol yg memuaskan sayang sesat amp bohong,Negatif
illslam radik islam sekul yg iman samain smua umat islam kek gtu lu disamain umat kristen yg suka adu domba umat dicap kristen mine iman,Negatif
diman hatersnya udah berkurang sebutan aura maghrib indikasi rasi langsung bilang jelek ya preferensi kadang gw gereget kek secantikseganteng sih ngatain fisik orang islam antingan ya kenaaapaa,Negatif
pake isu yg nih ayok pilih islam radik yaman hti suriahkan jakarta wahabi wkwkwk,Negatif
islam haram bersikap fasi rasi fanatik ra nasab silsilah manusia dimata allah bedakan ketakwaannya,Negatif
wibu rohi kayak gini mesti dihindari sih udah rasi ama enak mikir teori konspirasi hiruzen korupsi ama islam berkembang jepang mend ngambang tokay,Negatif
goblok loe tulisan gak tau akar permasalahan konflik utk loe tampilkan realitasnya umat islam yg korban india amp palestina umat islam korban amp ditempat biadab otaklo,Negatif
kuatir bro temen islam modern memiliki pemikiran logi termakan propaganda kaum radik,Positif
demokrasi politik indon bnyk nyontoh as referensi orang ya as eksploitasi sara rasism as syarat tertuli presiden hr wap white anglosaxon protestan presiden hr pribumi jawa islam rasi,Negatif
deh tar dilawan nangi ngatain agama islam radik intoleran bla bla bla dasar kafir kera medso ketemu berak celana lo yuk debat terbuka aja biar fairlo bkin narasi tp medso ckup kalangan lo sndri,Negatif
terserah km blg islam yg tdk mengganggu agamamu dsr kafir biadab km,Positif
pengikut yesu yg radik krn islam radik pemecah belah bangsa ok bro go on,Negatif
lebai pa ni payah cakap elok hormat manusia bole hormat orang tua bole but nak respect kau as ustaz yilekkk kau tunggang agama islam melampau biadab tp walaun sanjung kena petir takd hahaha gila,Negatif
sifat mu orang rasi memprasangka buruk org islam wajar aja elu belain kau butuh orang menghina islam kamb hitam lampiasan kebencianmu agama islam,Negatif
orang yg tdk mempercayai sunnah hadist sbg sumber hukum islam inkar sunnah masuk gol orang kafir murtad sebagaiman firman allah swt surat surat surat surat,Positif
tp ya kadang org islam aja salah jg muslim judg islam rasi dll intinya jgn jadiin postingan nya maxwel islamophob tp liat caption kekesalan si cew yg tau islam gini,Negatif
hati nkri dirusak halusamp pemutar balikan fakta islam phobia rasi yg main fisik ngga tp dgn merusak mental otak ahlak anak bangsa dgn dicekoki vc open bo lgbt slottogel rentenir narkoba jgn ragu basmi,Negatif
radik islam,Negatif
jgn juwal ludah ajafaktanya penganut islam yg rasi intoleranagama bagu diomongan jelek diprakteknya,Negatif
takut kebangkitan islam diserangnya islam orang bloon membela agama tokoh membawa kebangkitan islam menjabat diserang sisi dicari jeleknya memilih rasi,Negatif
ibli tukang fitnah zioni laknatullah hina hewan melata fitnah menghina rasulullah saw menghina islam dgn potongan film biadab hai shame on you bantu ra akun dajjal ya,Positif
menurutmu ani dukung islam radik anarki didukung orang mayorita orang berkepentingan arogan penjilat pengadu domba penyebar hoak kera kepala real contohnya lu,Negatif
ketahuan pbnu mingkem bisu pembantaian warga palestina orang munafik pengkhianat islam penguru pbnu biadabbiaab,Negatif
as acehnes dianggap islam radik konservatif shik shak shok liat gimana orang jawa mengkultuskan gu gusan wkwk,Negatif
wow mrk radik ya dlm boikotni apkah dbenarkan dlm islam,Negatif
bukti ummat islam radik klu tuduhan radik si janda abu sdh matek,Negatif
beda sudut pandang kak lihatnya keributan perkara halhal ledek belah mainin victim card mbanya lihat kasuskasu radikalism yg sepakat islam radik,Negatif
biadab emang yg bikin joke kyk gini g empatinya skdar ngingetin umat islam jg klo boikot pke elegan yg sesuai syariat jgn boikot pke bar jg beda klo gtu dg org yg ngejok g ngotak tunjukin asian valu g kyk org,Positif
ratusan yg knapa skrng kaum memprot kerudung kesini rasi ama kerudung klaim kaum yg tdk konsisten islam knapa ga pakai,Negatif
bersekongkol dgn kafir berselindung sebalik kejahatan kepala tatau munafiq munafiq neraka dahsyat golongan syaitan kafir luaran nampak islam ic tu bukti tggang agama,Negatif
ajaran islam biadab orang kemalangan menghujat rahmatan lilalamin banget,Negatif
pemandu ehail biadab hina islam negara diburu poli,Positif
kristen cabangnya kitab mreka injil cuman kristen yg dibuatkan ibadah khusu mreka ikn sdgkn umat islam yg cabangnya hani dibuatkan masjid knpa mreka slalu berbuat nirempati biadab,Negatif
pranci negara rasi anjg anti islam islamophobia banget olimpiad aja atlet cew pake hijab dilarang analog goblog,Negatif
jawa emang homogen ga heran orang jawa maaf rasi intoleran pengalaman pribadi ngerantau krn terbiasa aja yg sejeni muslim aja tata beribadah beda dijulidin dijudg eh islam gitu blablabla,Negatif
korban jiwa perang dunia ii mencapai juta jiwa yg pelakunya org yg ber agama islam paham biadab binatang bua ajaranya menganjurkan kasih sayang kasihilah org mengasihi dirimu,Positif
orang eropa rasi kalimat yg diucapin penuli buku road to mecca iye beliau org yahudi yg convert to islam ngeh beliau blg org eropa rasi baca buku sejarah perkembangan zionism traumanya org yahudi samp ngejajah negara,Negatif
perilaku orang beragama yg islam kebanyakan dimasa suka menempatkanbersikap yg ngga tempatnya bawa narasi agama bnyk keliru mengagungkan istilah kafir muslim syariah jihad dll,Positif
orang islam menyebut isa yesu kalo nyomot mulung ss sembarangankan keliatan tolol nya kristen kalo taat bodoh radik kayak si,Negatif
ideolog takfiri salafi wahabi pintu gerbang masuknya terorism paham radik takfiri yg mengatasnamakan membajak islam kelompok salafi wahabi,Negatif
aneh bgt w dobel mayorita indonesia islam jawa ga pa nonton liat filmni darimana ih film malaysia anti jawa ga nonton wkwk aneh bgt rasi bgt giliran dirasisin nangeshh salah ga promo joran,Negatif
abu bajar baasyir berjaya malaysia dgn darul arqom diberangu diusir dibasmi islam sungsang sesat abu bakar baasyir lari ngruki bikin ponp radik intoleran beba murni bikin dewan syariah kota surakarta upaya makar,Negatif
krn picik rasuna said negara hadir mengajarkan islam versi konsensu ajaran radik ambil alih,Negatif
iqdam biadab modal bacot cari untungan agama islam,Positif
kasihan penuli gila berusaha memurtadkan sdh th islam terbukti kebenarannya kasihan edan dg cerita karangannya yg tdk kasihan de lu ibli goblok biadab anj taik keparat jahanam pemgecut kutu kumpret,Positif
islam moderat gampang bawa radik akibat agama dipakai politik nyari duit,Negatif
awak ni kafir yg nak mendalami islam yg ajar islam nak belajar la guru yg terbaik jahil agama islam,Positif
konsert negeri orang haram liber mengundang bala allah konsert maksiat negeri pa err islam haramkan hiburan err tanda pa rasi bersifat terbuka err no komen,Negatif
tru kalo jaringan arah terori negaravtidak mengharamkan pemahaman tr nu pemahaman radik untung aja pdip kalah kalo gak habi orang islam diradikalin ma si islah,Negatif
org kr yg rasi yg menjelekkan memandang rendah org indonesia yg beragama islam yg sedikiiiit,Negatif
aaaa purapura kulit bia islam stereotip komunita agama orang miskin rasi banget kalo pindah agama apapun silahkan kecuali islam komunita yg muslim,Negatif
narasi pemimpin yg dungu amp konslet arab dubai negara islam maju tp kebanyakan orang kafir yg sllu menghalalkan maju,Negatif
indonesia mayorita islam kemerdekaan pembantaian umat mayorita scara membabi buta biadab anak wanita sasaran anak jdi korban pembantaian laskar kristu biadab bengi pentolan nya duduk dijabatan ri,Negatif
mainan islam radik digaungkan ditutupi kah,Negatif
it is ongo under process for the right wing to have enough power to protect amp defend europ from problem made or will be done by islam ketakutan tepatnya alert amp awar potensi keburukan fanatik radik muslim,Negatif
religiu islam radik kristen radik athei radik salah satunya ya prote gereja katedr umat islam qurban,Negatif
korea rasi racist korea orang kulit putih racist kelakuan netizen korea kebodohan islam netizen korea hati komentar korea orang munafik,Negatif
unik ya umat islam ditekan berdiri tegak dn ditekan dg issu arab yaman radik samp teror hasilnya mengkrist militansinya ln fenomena gaza yg mengundang simpati muslim non muslim dunia,Negatif
agen mossad israel menyamar muslim doktri umat islam awam radik lakukan pemboman,Negatif
klo jaman ord orang dihipnoti dgn antek komuni mreka rela kebebasannya dirampa korupsi merajalela skrg orang dihipnoti dgn islam radik mreka rela kebebasannya dirampa korupsi merajalela,Negatif
yg diucapin selamat pemeluk agama kepedean umat islam tdk ngemi diucapin selamat tdk ngamuk tdk marah marah menganggap radik intoleran agama yg tdk selamat,Positif
perbuatan hama terori kah jingg wanita diperkosa dibunuh munafik islam radik islam penjahat islma terori membunuh teriak ibli taikbirrrrrrrrr,Negatif
islam abangan memenangkan perang ideolog islam santri menang melawan islam syariah moderat radik islam syariah hibah pemerintah,Negatif
radik islam lihatlah imigran muslim eropa,Negatif
yg radik umat kafirun islam anti radik kafirun yg radik benaran islam agama damai islam km blg radik kaum kafirun yg minorita diindonesia udah punah popullasinya,Negatif
hti muslim radik masuk orma islam masyarkat udah sayangnya pemerintah diem baeee,Negatif
yg takut radik radikul tuh seneng ma liber n islam nusantara,Negatif
budaya baratkafir dah bejaya pengaruh org islam,Negatif
kerja negara orang yg sopan rasi islam,Negatif
org islam penyembah pedopil ngembat menantu sndri dipuja puja smpai dianggap manusia sempurna aslinya bejad laknat mati diracun budak perempuan yg suaminya dibunuh junjugan manusia biadab,Negatif
lo oten radik gak beda the kadrun parah pemikiran yg picik hate membela israel dunia damai benci islam let me educ you ya islam gak memandang imam pope orang suci imam yg,Negatif
uk us islam radik spt isi u mengacau negara skrg senjata mkn tuan,Negatif
sekedar islam udah pembunuhan pembantaian sipilanak gak tau dibom dibumi hangu kanbiadab kalagondang,Negatif
diserang kadrun gue diserang kristen radik ye radik radikul gak diasosiasikan islam kristen indonesia same sht differ toilet kristen radik tl gue menyangk penyebab terror munculnya,Negatif
islam yg kek gini ya disclaim gw jg islam yg gini bgt bikin stigma jelek bikin nama islam jelek ceramah pake bahasankasar bgt frontal yg radik apanga diolah gitu perhatiin aspek tafsirannya,Positif
teman gue chindo aja rasi islam faktanya islam suka jilat china,Negatif
liber n radik prinsipnya jgn atur islam ngatur penganutnya berpkaian g masuk nilainya,Negatif
